,scene_id,sample_id,category_id,score,bbox
0,128.0,0.0,7.0,0.1299881488084793,"[629.8153076171875, 584.1206665039062, 136.6846923828125, 182.37933349609375]"
1,128.0,0.0,6.0,0.12550117075443268,"[0.0, 740.8151245117188, 34.68399429321289, 25.68487548828125]"
2,128.0,0.0,7.0,0.12393993884325027,"[707.786865234375, 674.6102905273438, 58.713134765625, 91.88970947265625]"
3,128.0,0.0,1.0,0.12081997096538544,"[87.17378997802734, 332.2224426269531, 673.3553466796875, 434.2775573730469]"
4,128.0,0.0,9.0,0.11615929752588272,"[723.1876831054688, 0.0, 43.31231689453125, 24.426464080810547]"
5,128.0,0.0,7.0,0.11590985953807831,"[483.2627868652344, 398.056640625, 283.2372131347656, 368.443359375]"
6,128.0,0.0,8.0,0.11313525587320328,"[0.0, 242.8739013671875, 267.04364013671875, 523.6260986328125]"
7,128.0,0.0,6.0,0.11247675120830536,"[738.759765625, 0.0, 27.740234375, 18.475093841552734]"
8,128.0,0.0,3.0,0.11154805123806,"[682.6038208007812, 625.68505859375, 83.89617919921875, 140.81494140625]"
9,128.0,0.0,7.0,0.11031341552734375,"[733.12744140625, 722.0110473632812, 33.37255859375, 44.48895263671875]"
10,128.0,0.0,4.0,0.10989565402269363,"[0.0, 0.0, 19.001121520996094, 21.68100357055664]"
11,128.0,0.0,9.0,0.10459878295660019,"[542.7421875, 0.0, 223.7578125, 92.59891510009766]"
12,128.0,0.0,9.0,0.10433386266231537,"[657.9071044921875, 0.0, 108.5928955078125, 52.43990707397461]"
13,128.0,0.0,2.0,0.10229448229074478,"[0.0, 702.340576171875, 49.427982330322266, 64.159423828125]"
14,128.0,0.0,8.0,0.10094695538282394,"[0.0, 724.2577514648438, 83.74922943115234, 42.24224853515625]"
15,128.0,0.0,8.0,0.09945808351039886,"[0.0, 508.5047607421875, 128.84503173828125, 257.9952392578125]"
16,128.0,0.0,4.0,0.099395252764225,"[0.0, 0.0, 766.5, 331.98980712890625]"
17,128.0,0.0,8.0,0.09788656234741211,"[0.0, 724.690673828125, 24.601726531982422, 41.809326171875]"
18,128.0,0.0,9.0,0.09556050598621368,"[684.8878784179688, 0.0, 81.61212158203125, 182.9142608642578]"
19,128.0,0.0,9.0,0.09398938715457916,"[747.123779296875, 0.0, 19.376220703125, 45.213844299316406]"
20,128.0,0.0,3.0,0.09192746132612228,"[484.8603820800781, 157.6884307861328, 229.35330200195312, 481.278076171875]"
21,128.0,0.0,2.0,0.09131452441215515,"[0.0, 167.06048583984375, 505.47637939453125, 599.4395141601562]"
22,128.0,0.0,6.0,0.09026318043470383,"[587.4781494140625, 191.20962524414062, 179.0218505859375, 575.2904052734375]"
23,128.0,0.0,4.0,0.09007954597473145,"[0.0, 40.34780502319336, 472.35986328125, 375.9932861328125]"
24,128.0,0.0,4.0,0.08887699991464615,"[0.0, 0.0, 12.417529106140137, 53.89741516113281]"
25,128.0,0.0,2.0,0.08855836093425751,"[0.0, 624.394775390625, 101.24480438232422, 142.105224609375]"
26,128.0,0.0,6.0,0.0883602499961853,"[0.0, 589.61669921875, 254.54421997070312, 176.88330078125]"
27,128.0,0.0,1.0,0.08787397295236588,"[479.3873596191406, 18.732250213623047, 287.1126403808594, 363.96331787109375]"
28,128.0,0.0,9.0,0.08647685497999191,"[336.5540771484375, 0.0, 429.9459228515625, 187.2669219970703]"
29,128.0,0.0,9.0,0.08607318252325058,"[723.3489990234375, 0.0, 43.1510009765625, 83.81343841552734]"
30,128.0,0.0,2.0,0.0855259895324707,"[599.4847412109375, 699.5263671875, 167.0152587890625, 66.9736328125]"
31,128.0,0.0,1.0,0.0843212679028511,"[0.0, 0.0, 35.041717529296875, 80.78611755371094]"
32,128.0,0.0,8.0,0.08419875055551529,"[0.0, 1.9833083152770996, 171.24989318847656, 46.64593505859375]"
33,128.0,0.0,9.0,0.08392851054668427,"[9.372550964355469, 0.0, 660.9883422851562, 660.0648193359375]"
34,128.0,0.0,4.0,0.08258863538503647,"[0.0, 0.0, 547.816650390625, 163.27647399902344]"
35,128.0,0.0,9.0,0.08222287148237228,"[699.9031372070312, 735.0699462890625, 66.59686279296875, 31.4300537109375]"
36,128.0,0.0,6.0,0.08119253069162369,"[311.62115478515625, 621.0089111328125, 172.311767578125, 145.4910888671875]"
37,128.0,0.0,9.0,0.08068476617336273,"[0.0, 438.369873046875, 383.263671875, 328.130126953125]"
38,128.0,0.0,8.0,0.08067449927330017,"[0.0, 684.9146728515625, 136.66552734375, 81.5853271484375]"
39,128.0,0.0,6.0,0.0777415856719017,"[215.9999542236328, 624.2678833007812, 172.0346221923828, 142.23211669921875]"
40,128.0,0.0,1.0,0.07765943557024002,"[626.5443115234375, 13.995323181152344, 139.9556884765625, 198.16021728515625]"
41,128.0,0.0,9.0,0.07704001665115356,"[0.0, 0.0, 316.7994689941406, 667.13623046875]"
42,128.0,0.0,6.0,0.07677362114191055,"[404.8705749511719, 621.6829833984375, 172.63198852539062, 144.8170166015625]"
43,128.0,0.0,8.0,0.07601144164800644,"[428.9742736816406, 0.0, 255.35147094726562, 59.151283264160156]"
