,scene_id,sample_id,category_id,score,bbox
0,128.0,0.0,9.0,0.09477993100881577,"[0.0, 752.6288452148438, 50.26259994506836, 13.87115478515625]"
1,128.0,0.0,9.0,0.0781979188323021,"[0.0, 648.1199340820312, 377.90008544921875, 118.38006591796875]"
2,128.0,0.0,9.0,0.07780225574970245,"[0.0, 707.871337890625, 172.47377014160156, 58.628662109375]"
3,128.0,1.0,9.0,0.09327184408903122,"[0.0, 752.619873046875, 50.380043029785156, 13.880126953125]"
4,128.0,1.0,9.0,0.07868155092000961,"[0.0, 646.2218017578125, 382.1531982421875, 120.2781982421875]"
5,128.0,1.0,9.0,0.07554739713668823,"[0.0, 707.8236694335938, 171.50497436523438, 58.67633056640625]"
6,128.0,2.0,9.0,0.09164257347583771,"[0.0, 752.614013671875, 50.11493682861328, 13.885986328125]"
7,128.0,2.0,9.0,0.07791848480701447,"[0.0, 650.0621948242188, 375.4416809082031, 116.43780517578125]"
8,128.0,2.0,9.0,0.07688590884208679,"[0.0, 709.388916015625, 173.11215209960938, 57.111083984375]"
9,128.0,2.0,9.0,0.07673058658838272,"[0.0, 738.7100219726562, 76.77196502685547, 27.78997802734375]"
10,128.0,3.0,9.0,0.09345030039548874,"[0.0, 752.5706787109375, 50.1297607421875, 13.9293212890625]"
11,128.0,3.0,9.0,0.07888779789209366,"[0.0, 707.5588989257812, 173.88079833984375, 58.94110107421875]"
12,128.0,3.0,9.0,0.07749362289905548,"[0.0, 649.5515747070312, 386.97119140625, 116.94842529296875]"
13,128.0,4.0,9.0,0.09430638700723648,"[0.0, 752.6102294921875, 50.25358200073242, 13.8897705078125]"
14,128.0,4.0,9.0,0.07868547737598419,"[0.0, 651.9332275390625, 386.2998352050781, 114.5667724609375]"
15,128.0,4.0,9.0,0.07856553792953491,"[0.0, 707.802734375, 171.8935089111328, 58.697265625]"
16,128.0,5.0,9.0,0.0949537605047226,"[0.0, 752.6314086914062, 50.339195251464844, 13.86859130859375]"
17,128.0,5.0,9.0,0.07743032276630402,"[0.0, 709.2674560546875, 174.73924255371094, 57.2325439453125]"
18,128.0,5.0,9.0,0.07737994939088821,"[0.0, 653.3248901367188, 379.7746887207031, 113.17510986328125]"
19,128.0,6.0,9.0,0.09297147393226624,"[0.0, 752.688232421875, 50.39574432373047, 13.811767578125]"
20,128.0,6.0,9.0,0.07776235789060593,"[0.0, 646.2210693359375, 375.8031311035156, 120.2789306640625]"
21,128.0,6.0,9.0,0.0772894099354744,"[0.0, 709.5238037109375, 174.0157928466797, 56.9761962890625]"
22,128.0,6.0,9.0,0.0763956606388092,"[0.0, 738.534912109375, 77.07978820800781, 27.965087890625]"
23,128.0,7.0,9.0,0.0941636711359024,"[0.0, 752.6895751953125, 50.432090759277344, 13.8104248046875]"
24,128.0,7.0,9.0,0.07862186431884766,"[0.0, 649.5242919921875, 379.6653747558594, 116.9757080078125]"
25,128.0,7.0,9.0,0.0773589089512825,"[0.0, 708.7255859375, 174.2965545654297, 57.7744140625]"
26,128.0,7.0,9.0,0.07507132738828659,"[0.0, 738.6133422851562, 77.03781127929688, 27.88665771484375]"
27,128.0,8.0,9.0,0.09497160464525223,"[0.0, 752.670166015625, 50.38732147216797, 13.829833984375]"
28,128.0,8.0,9.0,0.07892940193414688,"[0.0, 646.1019287109375, 378.97119140625, 120.3980712890625]"
29,128.0,8.0,9.0,0.07831849157810211,"[0.0, 708.7517700195312, 173.60279846191406, 57.74822998046875]"
30,128.0,8.0,9.0,0.07538988441228867,"[0.0, 738.4251098632812, 77.36736297607422, 28.07489013671875]"
31,128.0,9.0,9.0,0.09636371582746506,"[0.0, 752.6531372070312, 50.6370849609375, 13.84686279296875]"
32,128.0,9.0,9.0,0.07817588746547699,"[0.0, 648.5601196289062, 384.11572265625, 117.93988037109375]"
33,128.0,9.0,9.0,0.07742315530776978,"[0.0, 709.400390625, 174.7174072265625, 57.099609375]"
34,128.0,10.0,9.0,0.09407050907611847,"[0.0, 752.6472778320312, 50.57793045043945, 13.85272216796875]"
35,128.0,10.0,9.0,0.0775194838643074,"[0.0, 709.0550537109375, 175.5419921875, 57.4449462890625]"
36,128.0,10.0,9.0,0.07684068381786346,"[0.0, 647.83447265625, 385.2900695800781, 118.66552734375]"
37,128.0,11.0,9.0,0.09415799379348755,"[0.0, 752.616943359375, 50.33317947387695, 13.883056640625]"
38,128.0,11.0,9.0,0.07775517553091049,"[0.0, 647.2588500976562, 384.0232849121094, 119.24114990234375]"
39,128.0,11.0,9.0,0.07676573097705841,"[0.0, 709.4462280273438, 173.89352416992188, 57.05377197265625]"
40,128.0,11.0,9.0,0.07515528798103333,"[0.0, 738.4224243164062, 76.7372817993164, 28.07757568359375]"
41,128.0,12.0,9.0,0.09134826064109802,"[0.0, 752.611328125, 50.14997863769531, 13.888671875]"
42,128.0,12.0,9.0,0.07849373668432236,"[0.0, 648.12890625, 381.89422607421875, 118.37109375]"
43,128.0,12.0,9.0,0.07844601571559906,"[0.0, 707.8828125, 174.98130798339844, 58.6171875]"
44,128.0,13.0,9.0,0.09290050715208054,"[0.0, 752.6268310546875, 50.409576416015625, 13.8731689453125]"
45,128.0,13.0,9.0,0.07747869193553925,"[0.0, 709.1004638671875, 174.9861297607422, 57.3995361328125]"
46,128.0,13.0,9.0,0.07744570821523666,"[0.0, 652.30712890625, 385.6473388671875, 114.19287109375]"
47,128.0,14.0,9.0,0.09247412532567978,"[0.0, 752.6278076171875, 50.35578918457031, 13.8721923828125]"
48,128.0,14.0,9.0,0.07703837752342224,"[0.0, 648.5232543945312, 377.0460510253906, 117.97674560546875]"
49,128.0,14.0,9.0,0.07665301859378815,"[0.0, 709.2479858398438, 177.69284057617188, 57.25201416015625]"
50,128.0,15.0,9.0,0.09265608340501785,"[0.0, 752.6256103515625, 50.28417205810547, 13.8743896484375]"
51,128.0,15.0,9.0,0.07788783311843872,"[0.0, 650.906494140625, 383.0249328613281, 115.593505859375]"
52,128.0,15.0,9.0,0.07668066024780273,"[0.0, 710.36767578125, 177.09420776367188, 56.13232421875]"
53,128.0,16.0,9.0,0.09265165030956268,"[0.0, 752.6319580078125, 50.317649841308594, 13.8680419921875]"
54,128.0,16.0,9.0,0.07724252343177795,"[0.0, 648.115234375, 379.95379638671875, 118.384765625]"
55,128.0,16.0,9.0,0.07640261948108673,"[0.0, 709.5397338867188, 178.77857971191406, 56.96026611328125]"
56,128.0,16.0,9.0,0.07516294717788696,"[0.0, 738.2091674804688, 76.40678405761719, 28.29083251953125]"
57,128.0,17.0,9.0,0.09257900714874268,"[0.0, 752.6282348632812, 50.31080627441406, 13.87176513671875]"
58,128.0,17.0,9.0,0.07625254988670349,"[0.0, 710.9410400390625, 178.88858032226562, 55.5589599609375]"
59,128.0,17.0,9.0,0.07576895505189896,"[0.0, 645.2245483398438, 377.0309143066406, 121.27545166015625]"
60,128.0,18.0,9.0,0.09269975125789642,"[0.0, 752.6240844726562, 50.32851028442383, 13.87591552734375]"
61,128.0,18.0,9.0,0.0773402601480484,"[0.0, 710.754150390625, 179.53521728515625, 55.745849609375]"
62,128.0,18.0,9.0,0.07703062891960144,"[0.0, 647.32568359375, 387.2630310058594, 119.17431640625]"
63,128.0,18.0,9.0,0.07523032277822495,"[0.0, 738.2940063476562, 76.41215515136719, 28.20599365234375]"
64,128.0,19.0,9.0,0.09246376156806946,"[0.0, 752.6270141601562, 50.30225372314453, 13.87298583984375]"
65,128.0,19.0,9.0,0.07769544422626495,"[0.0, 646.194580078125, 384.0207824707031, 120.305419921875]"
66,128.0,19.0,9.0,0.07746097445487976,"[0.0, 710.2501831054688, 177.62232971191406, 56.24981689453125]"
67,128.0,19.0,9.0,0.07528277486562729,"[0.0, 738.3223876953125, 76.39697265625, 28.1776123046875]"
68,128.0,20.0,9.0,0.09247720241546631,"[0.0, 752.6322631835938, 50.2919807434082, 13.86773681640625]"
69,128.0,20.0,9.0,0.07825000584125519,"[0.0, 648.6804809570312, 376.90374755859375, 117.81951904296875]"
70,128.0,20.0,9.0,0.07702326774597168,"[0.0, 710.4835205078125, 178.42994689941406, 56.0164794921875]"
71,128.0,20.0,9.0,0.07545360922813416,"[0.0, 738.2555541992188, 76.46646881103516, 28.24444580078125]"
72,128.0,21.0,9.0,0.0923013761639595,"[0.0, 752.6390991210938, 50.29399108886719, 13.86090087890625]"
73,128.0,21.0,9.0,0.0778396725654602,"[0.0, 645.7547607421875, 380.5852966308594, 120.7452392578125]"
74,128.0,21.0,9.0,0.0776597410440445,"[0.0, 710.0341796875, 176.80926513671875, 56.4658203125]"
75,128.0,22.0,9.0,0.09200286120176315,"[0.0, 752.6298828125, 50.302677154541016, 13.8701171875]"
76,128.0,22.0,9.0,0.07836239784955978,"[0.0, 709.3765869140625, 175.53749084472656, 57.1234130859375]"
77,128.0,22.0,9.0,0.07779127359390259,"[0.0, 647.261962890625, 386.1561584472656, 119.238037109375]"
78,128.0,23.0,9.0,0.09186667948961258,"[0.0, 752.6266479492188, 50.29004669189453, 13.87335205078125]"
79,128.0,23.0,9.0,0.07814093679189682,"[0.0, 709.8639526367188, 176.5915985107422, 56.63604736328125]"
80,128.0,23.0,9.0,0.07810395956039429,"[0.0, 648.384033203125, 381.2530517578125, 118.115966796875]"
81,128.0,23.0,9.0,0.07517482340335846,"[0.0, 738.2007446289062, 76.72142028808594, 28.29925537109375]"
82,128.0,24.0,9.0,0.09244079887866974,"[0.0, 752.6198120117188, 50.25739288330078, 13.88018798828125]"
83,128.0,24.0,9.0,0.07784701883792877,"[0.0, 710.5266723632812, 177.081787109375, 55.97332763671875]"
84,128.0,24.0,9.0,0.07728441059589386,"[0.0, 648.4799194335938, 385.93902587890625, 118.02008056640625]"
85,128.0,25.0,9.0,0.09243791550397873,"[0.0, 752.6194458007812, 50.268150329589844, 13.88055419921875]"
86,128.0,25.0,9.0,0.07903867214918137,"[0.0, 708.7490844726562, 177.0855255126953, 57.75091552734375]"
87,128.0,25.0,9.0,0.0768517330288887,"[0.0, 649.208740234375, 386.6402282714844, 117.291259765625]"
88,128.0,26.0,9.0,0.09246449917554855,"[0.0, 752.6390991210938, 50.27071762084961, 13.86090087890625]"
